%
%BMS6floorApplianceControl.arff
%
%Control Home Appliance List <Aircondition1=603, Aircondition2=603-1>
%
%Descriptive Features
%1) TagId, Data Format : {14,15,16,17,18,19,20}
% TagId 17 = 603, TagId 16 = 603-1
%2) Location, Data Format : {18010=outside,
%							10004=6floor_1,10005=6floor_2,10006=6floor_3}
%3) Indoor Sensor
%3-1) Temperature, Data Format : {integer}
%4) Date, Data Format : {MON,TUE,WED,THU,FRI,SAT,SUN}
%5) Time, Data Format : Date "HH:mm:ss"
%
%Target Feature
%class, Data Format : {01,02,03,04,05}
%class-information : {01=None,02=Aircondition1_OFF,03=Aircondition1_ON,04=Aircondition2_OFF,05=Aircondition2_ON}
%

@RELATION kw-bd-bms6ac-1_ctr_BMS6floorApplianceControl_arff_0.0.1

@ATTRIBUTE TagId {14,15,16,17,18,19,20}
@ATTRIBUTE Location {18010,10004,10005,10006}
@ATTRIBUTE Temperature numeric
@ATTRIBUTE Date {MON,TUE,WED,THU,FRI,SAT,SUN}
@ATTRIBUTE Time DATE "HH:mm:ss"
@ATTRIBUTE class {01,02,03,04,05}

@DATA
%User17
%10004, 03 Aircondition1_ON
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
17,10004,?,?,?,03
%10005, 01 None
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
17,10005,?,?,?,01
%10006, 01 None
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
17,10006,?,?,?,01
%18010, 02 Aircondition1_OFF
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
17,18010,?,?,?,02
%User16
%10004, 05 Aircondition2_ON
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
16,10004,?,?,?,05
%10005, 01 None
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
16,10005,?,?,?,01
%10006, 01 None
16,10006,?,?,?,01
16,10006,?,?,?,01
16,10006,?,?,?,01
16,10006,?,?,?,01
